"from","to","n_times"
"Wolfe, Michelle","Mares, Ismael",1
"Harvey, Brianna","Wolfe, Michelle",1
"Summers, Cheryl","Doerfler, Michael",1
"Meador, Rosemary","Martinez, Aleah",1
"Seichter, Lindsey","Meador, Rosemary",1
"Coleman, Jermie","Hobbs, Torrey",2
"Rosenfeld Romano, Travis","Apodaca, Santee",2
"Bennett, Olivia","el-Abdoo, Hilmi",1
"Watkins, Dakota","Welch, Deanna",1
"Watkins, Dakota","Lee, Tony",1
"Lee, Tony","Barili, Jordan",1
"Howard, Isaac","Watkins, Dakota",1
"Watkins, Dakota","al-Shariff, Qamraaa",1
"Edmunds, Kasey","Ramos, Brianna",3
"Edmunds, Kasey","Butler Nash, Ijhanea",1
"el-Zahra, Daleel","Pinkett, Thomas",1
"al-Sesay, Fuaad","Spencer, James",1
"al-Farag, Bassil","al-Maroun, Tuhfa",1
"al-Kamara, Asmar","Patchett, Karlena",1
"Wilson, Anjelika","Elliott, Hilario",1
"Elliott, Hilario","al-Obeid, Aqeel",1
"Elliott, Hilario","Crowell, Anjanet",1
"Wilson, Anjelika","Crowell, Anjanet",1
"al-Obeid, Aqeel","Crowell, Anjanet",1
"Wilson, Anjelika","Barili, Jordan",1
"Barili, Jordan","Crowell, Anjanet",1
"al-Obeid, Aqeel","Barili, Jordan",1
"Price, Bria","Barili, Jordan",1
"al-Kamara, Asmar","Crowell, Anjanet",1
"al-Kamara, Asmar","Barili, Jordan",1
"Price, Bria","Crowell, Anjanet",1
"Wallace, Andre","Barili, Jordan",1
"al-Mohammed, Abdul Lateef","Burroughs-Chock, James",1
"Gopalakrishnan, Alexander","Sun, Mikayla",1
"Gopalakrishnan, Alexander","Bell, Katherine",1
"Fernandez, Nicole","Hicks, Danielle",1
"Gopalakrishnan, Alexander","Torres, Jaime",1
"Nazareta, Josiah","al-Maroun, Tuhfa",2
"el-Shah, Turki","Romo, Ashley",1
"Lacy, Dakota","Krason, Austen",1
"el-Akram, Shaheed","Krason, Austen",2
"Dawson, Joshua","Lacy, Dakota",1
"Dawson, Joshua","Shine, Zacheriah",1
"al-Halaby, Kameel","Shine, Zacheriah",1
"Strobel, Tyler","Krason, Austen",2
"Adolpho-Rivera, Elijah","al-Abdou, Ma,Roof",1
"Bille, Ashley","Ward, Deven",1
"Ward, Deven","al-Abdou, Ma,Roof",1
"Gallegos-Guerrero, Arianna","al-Abdou, Ma,Roof",1
"Rosas, Isaiah","Fischer, Cyndi",1
"Corral-Bejarano, Louis","Guadiana, Daisy",2
"al-Sharifi, Sakeen","Two Crow-Lee, Joey",1
"Adolpho-Rivera, Elijah","Norrington, Barbara",1
"Powell, Taylor","Krantz, William",1
"Wing, Gabriel","Cheney, Ashley",2
"Wing, Gabriel","Lattimer, Deion",2
"Wing, Gabriel","Fiscus, Joshua",2
"Pride, Shauntaul","Alexander, Keyanna",1
"Mcbride, Sara","Riley, Jeffrey",1
"Anderson, Kentuan","al-Farhat, Shaahida",1
"Aguilar, Larissa","Burroughs-Chock, James",1
"Aguilar, Larissa","Hernandez, Brandon",1
"Farris, Micah","Vasilakis, Kyle",1
"Castanon-Banuelos, Breanna","Fyfe, Kendra",1
"el-Kamali, Nakheel","Thurman, Marcus",1
"Patchett, Karlena","al-Amara, Afraah",1
"el-Kamali, Nakheel","Patchett, Karlena",1
"Molina, Anthony","al-Amara, Afraah",1
"al-Akel, Husniyya","Ward, Deven",1
"al-Akel, Husniyya","Laner, Leonard",1
"el-Arshad, Aatifa","Parker, Destiny",1
"Cortez, Pedro","Hoang, Braydon",2
"al-Hannan, Iyaad","Dean, Sydney",1
"al-Hannan, Iyaad","Salazar, Jose",1
"Vo, Kayla","Salazar, Jose",1
"el-Nazar, Sabaah","Salazar, Jose",1
"Salansky, Renae","Johnson-Brown, Joshua",3
"Barnes, Casey","Rel, Sadyan",1
"Navalta, Azira","Norrington, Barbara",2
"el-Amer, Irfaan","Mock, Dashick",1
"Rinhart, Jacina","Barili, Jordan",1
"Morgan, Lacey","Barili, Jordan",1
"Hinze, Jordan","al-Arif, Naseeba",1
"Whitlock, Alexandra","Hawkins, Mark",1
"East, Joseph","Barili, Jordan",1
"al-Kamara, Asmar","East, Joseph",1
"Dintaman, Samuel","Coker, Evan",1
"Gomez, Teryn","el-Shah, Turki",1
"Fuentes, Nichole","Tan, Savana",1
"Mcalister, Austin","al-Amara, Afraah",1
"Correa, Joshua","Barili, Jordan",1
"Summers, Alex","Ouch, Christie",3
"al-Farag, Bassil","East, Joseph",1
"al-Farag, Bassil","Jefferson, Christopher",1
"Dintaman, Samuel","Fuentes, Nichole",1
"Dintaman, Samuel","el-Molla, Qaaida",1
"Bille, Ashley","el-Molla, Qaaida",1
"Dintaman, Samuel","Mascarenas, Jaquelyn",1
"Farley, Anissa","Pallan, Christine",1
"Hill, Darrien","Cepress-Mclean, Tyler",1
"Fiscus, Joshua","Yachai, Andrew",1
"Fiscus, Joshua","Xiong, Kara",1
"Chaffin, Desmond","el-Tamer, Rajab",1
"Esquibel, Danielle","Alexander, Holly",1
"Holguin-Sanchez, Vinnie","Alexander, Holly",1
"al-Shariff, Qamraaa","Acosta, Madeline",1
"al-Raad, Hamna","al-Shariff, Qamraaa",1
"Wilson, Valerie","Apodaca, Santee",1
"Lloyd, Shelby","Platero, Brandon",1
"Gurrola, Molly","Stevens, Hunter",1
"al-Shams, Daamir","Shuttleworth, Terrence",1
"Norton, Dylan","Shuttleworth, Terrence",1
"Salvador, Jordan","Vigil, Arianna",1
"Flores, Victoria","al-Zaidi, Shaheer",1
"Atwell, Ryan","Branda, Robyn Jo",2
"Walters, Veronica","Romo, Ashley",1
"Hong, Jodi","Correa, Joshua",1
"Correa, Joshua","al-Azizi, Sabiyya",1
"Correa, Joshua","Urquijo, Yecenia",1
"Hong, Jodi","Singh, Elsa",1
"Payne, Tyler","Singh, Elsa",1
"Singh, Elsa","al-Azizi, Sabiyya",1
"Urquijo, Yecenia","Singh, Elsa",1
"Yanez-Salinas, Johatam","Singh, Elsa",2
"Jordan, Nicholas","el-Aziz, Khulood",1
"Johnson-Brown, Joshua","Laforce, David",2
"Gomez, Teryn","el-Ally, Naqaa",1
"Sandoval, Victor","el-Ally, Naqaa",1
"Brehm, Oheo","Sandoval, Victor",1
"Romero, Perla","Ahsan, Rohith",1
"al-Mohammed, Abdul Lateef","Blackmore, Aaron",1
"al-Mohammed, Abdul Lateef","Sanchez, Luis",1
"Dawson, Joshua","Blackmore, Aaron",1
"Sanchez, Luis","Blackmore, Aaron",1
"Ivan, Mckinzee","Sanchez, Luis",1
"Dawson, Joshua","Sanchez, Luis",1
"Williams, Robert","Carrillo, Gustavo",1
"Cable, Renae","Carrillo, Gustavo",1
"Salansky, Renae","Guo, Jerry",1
"Brink, Jonni Lynn","Hamilton, Jackie",1
"el-Wakim, Khaalid","el-El-Sayed, Aneesa",1
"Johnson-Brown, Joshua","al-Mohammed, Baaqir",1
"Bell, Jessica","Villarreal, Aaron",1
"el-Atallah, Fakeeha","Coleman, Justice",2
"Harden, Meghan","Barili, Jordan",1
"Summers, Alex","al-Zaidi, Shaheer",1
"al-Raad, Hamna","York, Aliyah",1
"Correa, Joshua","Hobbs, Torrey",1
"Hanson, Berric","Banks, Jordan",1
"Brough, Landon","Desantis, Emily",1
"Schmalz, Trina","Jimenez, Clifford",1
"Celestino, Joshua","Fischer, Shane",1
"Dunaway, Roman","Kincheloe, Chelsea",1
"Hughes, Frederico","Kincheloe, Chelsea",1
"Mcneely, Andrea","Jimenez, Clifford",1
"Longoria, Gilbert","Robinson, Maritza",2
"Coleman, Justice","Chang, Jose",1
"Summers, Cheryl","Chang, Jose",1
"Molina, Anthony","Chen, Parker",1
"Harvey, Brianna","Powell, Taylor",4
"Gurrola, Molly","Torres, Jaime",1
"al-Kamara, Asmar","Gurrola, Molly",1
"Seichter, Lindsey","Branda, Robyn Jo",1
"Puentes Reyes, David","Ahuna, Ashish",2
"Joyce, Matthew","Torres, Jackline",2
"Eberle, Yi","Bui, Vidya",1
"Tamayo, Christopher","Hammond, De'Jour",1
"Heller, Joshua","Tamayo, Christopher",1
"Slowman, Ian","Williams, Brandon",1
"Mascarenas-Lucero, Mckenzie","Cepress-Mclean, Tyler",1
"Pohlen, Connor","Williams, Randall",2
"Williams, Randall","Seubert, Alexandra",1
"Pride, Shauntaul","Olson, Joylensia",1
"Otis, Clara","Escamilla, Janeth",1
"Casarez, Arnulfo","Hoffman, Stephanie",1
"Hoffman, Stephanie","el-Tamer, Rajab",1
"Robinson, Maritza","Janicek, Stefanie",1
"Byrd, Luis","Bolanos, Jeremy",1
"al-Farag, Bassil","David, Cynthia",1
"Gomez, Teryn","Bajwa, Marina-Ashley",1
"Johnson, Jennifer","Kocsis, Qin Qin",1
"Johnson, Jennifer","Ordonez Perez, Elizabeth",1
"Parra, Emanuel","Hughes, Frederico",1
"Johnson, Zachary","Morales, Omar",1
"Taylor, Andy","al-Habib, Azzaam",1
"al-Dia, Juhaina","el-Mir, Taamir",2
"Goniea, Brittany","Sayavong, Mariel",1
"Zachareas, Shelby","Wallace, Andre",2
"Smith, Derek","al-Basa, Waneesa",1
"Gallegos Rodriguez, Mayra","Wampler, Nathaniel",1
"al-Neman, Saamiqa","Rubio, Tateh",1
"Jenness, Billy","Lieb, Deven",1
"Miller, Aryn","Guadiana, Daisy",1
"Lieb, Deven","el-Ebrahimi, Faseeha",1
"Miller, Aryn","Jenness, Billy",1
"al-Hannan, Iyaad","Pronteau, Mikaela",1
"Johnson, Kathryn","al-Halaby, Kameel",1
"King, Lucy","Deshazor, Vanessa",2
"el-Shafi, Layaali","Blochinger, Jeffrey",1
"Watkins, Dakota","el-Shafi, Layaali",1
"al-Farag, Bassil","el-Shafi, Layaali",3
"al-Farag, Bassil","Kim, Cory",1
"al-Farag, Bassil","Weeks, Madison",1
"Jefferson, Christopher","al-Abdul, Adham",1
"Muslimovic, Justin","O'Connor, Katerina",1
"Hallmark, Andrew","Lee, Prerit",1
"Starcer, Lance","Chavarria, Angela",1
"Starcer, Lance","Apodaca, Santee",1
"Starcer, Lance","Arellano, Alexis",2
"Rosati, Johnathan","Parros, Amadou",1
"Langcauon, Darlene","Haasis, Garrett",1
"Riley, Jeffrey","Langcauon, Darlene",1
"Riley, Jeffrey","el-Molla, Qaaida",1
"al-Mohammed, Baaqir","el-Azad, Hawraa",1
"Granados Ordonez, Jovani","Barnes, Silvano",1
"Hughes, Prentiss","Granados Ordonez, Jovani",1
"Price, Bria","Gagnon, Daimian",1
"Khan, Kenneth","Chen, Parker",1
"al-Wakim, Aseel","Pregnon, Eilish",2
"Kim, Jia","Haasis, Garrett",1
"Thurman, Marcus","Elliott, Hilario",1
"Thurman, Marcus","al-Meer, Kabeera",1
"Salvador, Jordan","el-Salame, Jeelaan",2
"Joyce, Matthew","Mahieu, Kaylan",1
"el-Karam, Arwa","Mahieu, Kaylan",1
"Reeves, Trevon","Mahieu, Kaylan",1
"Mahieu, Kaylan","Todd, Ashleigh",1
"Sandoval, Stephanie","al-Barakat, Zaidaan",1
"Curtice, Jeremiah","Macfarlane, Benjamin",2
"Whitney, Jordan","Aguilar, Larissa",1
"Huang, Mary","Ayala, Enrique",1
"Few, Rickey","Desantis, Emily",5
"Brack, Trezen","al-Majid, Mumtaaza",1
"Thomas, Seth","el-Abdallah, Abeer",1
"Reyes Chavez, Ana","al-Amara, Asad",1
"Hawkins, Mark","Cox, Michael",1
"Ortiz, Jesse","Hawkins, Mark",1
"Hawkins, Mark","Le, Julianna",1
"Vasilakis, Kyle","Todd, Ashleigh",1
"Shang, Nhan","Verde, Richard",1
"Puentes Reyes, David","Apodaca, Santee",1
"Collom, Ryan","Mckenzie, Darian",1
"Neufeld, Devyn","Medina, Mario",1
"Mckenzie, Darian","Medina, Mario",1
"Neufeld, Devyn","Williams, Randall",1
"al-Javid, Ghassaan","Blochinger, Jeffrey",1
"Hall, Joseph","Prado, Trista",1
"Payne, Tyler","Rohde, Irquois",1
"Edwards, Terrance","el-Faris, Shafeeqa",1
"Brown, Torrance","Anders, Anthony",1
"Anderson, Damion","Anders, Anthony",1
"el-Atallah, Fakeeha","Meador, Rosemary",1
"Meador, Rosemary","al-Rehman, Fikra",1
"al-Wakim, Aseel","Meador, Rosemary",1
"al-Wakim, Aseel","al-Rehman, Fikra",1
"Harvey, Brianna","Norrington, Barbara",1
"Chu, Andrew","Morgan, Lacey",1
"Morgan, Lacey","Norrington, Barbara",1
"Carabajal III, Alisha","Gonzalez, Dylan",1
"Puentes Reyes, David","Fischer, Cyndi",1
"Hampstead, Chase","Fischer, Cyndi",1
"Johnson, Kyja","Agboglo, Joseph",1
"Toy, Rachael","Prado, Trista",1
"Rodriguez-Moreno, Savannah","Nez, Blake",1
"Blochinger, Jeffrey","Remillard, Jeremy",3
"Harvey, Brianna","Fitzsimmons, Brandon",1
"Harvey, Brianna","Mcbride, Sara",1
"Coleman, Jermie","Lo, Diana",1
"Mckenzie, Dominique","Mccoy, Asia",2
"Anderson, Dai Ja","Hoffman, Vionna",1
"Eltagonde, An","Hoffman, Vionna",1
"Gallegos Rodriguez, Mayra","Payne, Briana",1
"el-Matar, Muzammil","Payne, Briana",1
"Atwell, Ryan","George, Rachel",1
"el-Salman, Ramza","George, Rachel",1
"el-Baccus, Tahaani","Kahsay, Darian",1
"Vasquez, Melisa","Casarez, Arnulfo",1
"el-Baccus, Tahaani","Casarez, Arnulfo",1
"Krason, Austen","Starcher, Kelsey",1
"al-Haidar, Salmaan","el-Shah, Turki",1
"Carabajal III, Alisha","el-Abbas, Azeeza",1
"Sweeney, Eric","Austin, Jordan",2
"Naulls, Cameron","Austin, Jordan",3
"Grover, Maelynn","Austin, Jordan",1
"Green, Justin","Mcknight, Jonathan",1
"Weeks, Madison","Fierro, Emilio",1
"al-Asad, Samir","Paredes, Antonio",1
"Lial, John","Padilla, Justin",1
"el-Ali, Labeeba","Cartwright, Jymmetta",1
"Marra, Rachael","al-Basa, Waneesa",1
"Watkins, Dakota","Patchett, Karlena",1
"Watkins, Dakota","Laner, Leonard",1
"Castaneda Garcia, Joel","Maiolo, Tara",1
"el-Karam, Arwa","Seichter, Lindsey",1
"Slowman, Ian","Meador, Rosemary",1
"Gallegos Rodriguez, Mayra","Davis, Odessey",1
"Granados Garcia, Darwyn","Cotton, Morganne",2
"Cotton, Morganne","Allison, Kevin",1
"Lieb, Deven","Cotton, Morganne",1
"al-Basa, Waneesa","Leiva, Jessica",2
"el-Ally, Naqaa","Romo, Ashley",1
"Sajopha, Simran","Baltierra, Lourdes",1
"Schuebel, Nicole","Jones, Kiare",1
"Salvador, Jordan","Bilal, Kayla",1
"Rosati, Johnathan","Nelson, Shakevya",1
"Schmalz, Trina","Gerry, Carley",3
"Schmer, Logan","Vigil, Megan",1
"Hernandez, Brandon","Romo, Ashley",1
"Aranda, Ilse","Terrazas Gonzales, Dania",1
"el-Ghanem, Naseema","Sotelo, Vincent",1
"Dotson, Truman","Platero, Dillon",1
"Flores, Ashley","Learned, Madeleine",1
"Saunders, Tyler","Banks, Jordan",1
"Morris, Tatyana","Dowell, Chase",1
"Mansaray, Rachel","Desantiago, Jennifer",2
"Bush, Megan","Desantiago, Jennifer",1
"el-Atallah, Fakeeha","Fischer, Shane",3
"Gerry, Carley","Newby, Abbygail",1
"Dane, Rebecca","Gonzales, Vincent",1
"Dorado Garcia, Vanessa","Edmondson, Allison",1
"al-Hannan, Iyaad","el-Zakaria, Izzaddeen",1
"el-Kalil, Ihaab","Johnson, Johnathan",1
"Secundy, Marko","Robinson, Maritza",1
"el-Fawaz, Shaheed","Wilford, Patrick",2
"Wilford, Patrick","James, Alexah",1
"al-Hosein, Kawkab","Young, Deiondre",1
"al-Kamara, Asmar","Gopalakrishnan, Alexander",1
"al-Farhat, Shaahida","Ruddick, Tanner",2
"Whitney, Jordan","Long, Cody",1
"Maynes, Carl","Mares, Ismael",2
"Padilla, Justin","Cardoza, Taylor",1
"Habteyesus, Gabriel","Branda, Robyn Jo",4
"al-Naqvi, Sumayya","Atwell, Ryan",2
"Ventura, Desirae","Hall, Joseph",1
"al-Naqvi, Sumayya","Ventura, Desirae",1
"Slone, James","Chang, Jose",1
"al-Jafri, Shabaan","Ungphakorn, Boan",2
"Gibbs, Juanita","al-Arif, Naseeba",1
"el-Shafi, Layaali","al-Arif, Naseeba",1
"al-Sharifi, Sakeen","al-Haidar, Salmaan",1
"Mascarenas, Jaquelyn","Branda, Robyn Jo",1
"Dingle, Elissia","Branda, Robyn Jo",1
"Brooks, Cne","Branda, Robyn Jo",1
"Yanez-Salinas, Johatam","Doerfler, Michael",1
"Spencer, Chance","Patchett, Karlena",6
"Blanchard, Twanna","Patchett, Karlena",1
"Summers, Alex","Spencer, Chance",2
"Lawrence, Kendall","Agboglo, Joseph",1
"Sun, Mikayla","Barili, Jordan",1
"al-Farag, Bassil","Sun, Mikayla",1
"Bille, Ashley","Sun, Mikayla",1
"Gopalakrishnan, Alexander","Erdenechimeg, Angela",1
"Hess, Dean","Seubert, Alexandra",2
"Sandoval, Victor","Denzel, Jimmy",2
"Howard, Shawna","Sandoval, Victor",1
"Powell, Taylor","Tran, Stephen",1
"Smith, Samantha","Tran, Stephen",1
"Crockett, Scott","Mukes, Marcus",1
"Lawton, Amanda","Deshazor, Vanessa",1
"Gomez, Savannah","Lawton, Amanda",1
"Lawton, Amanda","el-Zakaria, Izzaddeen",1
"Carrillo Renteria, Alanna","Rimmey, Mercedes",1
"Valenzuela-Reynosa, Taina","Villarreal, Aaron",1
"al-Hannan, Iyaad","Jenness, Billy",1
"Medina, Anthony","el-Salehi, Sanad",1
"Medina, Anthony","Medina, Mario",1
"Medina, Anthony","el-Ayub, Haarith",1
"Ayala, Freddy","Newby, Abbygail",1
"Spencer, Chance","Pallan, Christine",1
"King, Lucy","Dillon, Aaron",1
"Prado, Trista","Iritani, The",1
"Hammond, De'Jour","Desantiago, Jennifer",16
"Lee, Tony","Kiflom, Mikayla",2
"Jefferson, Christopher","Platero, Brandon",6
"Songer, Joseph","Blackmore, Aaron",1
"Rodriguez-Gomez, Courtney","Tritsch, Heather",1
"Granados Garcia, Darwyn","Tritsch, Heather",1
"Olivas, Ashley","Le, Julianna",1
"Adolpho-Rivera, Elijah","Ortega, Jose",1
"Adolpho-Rivera, Elijah","Sharr, Tanner",1
"Ortega, Jose","Cheek, Nicholas",1
"el-Shah, Turki","Chavez, Alex",1
"Cortez, Pedro","Guadiana, Daisy",1
"Vo, Kayla","Fernandez, Nicole",2
"al-Abdul, Umaira","Guevara, Kelly",1
"Torres, Victoria","Guevara, Kelly",1
"al-Abdul, Umaira","el-Molla, Qaaida",1
"Lowe, Aaron","Guevara, Kelly",1
"Johns, Mesel","Guevara, Kelly",1
"Le, Julianna","Olsen, Chiara",1
"Goniea, Brittany","Guadiana, Daisy",1
"Thurman, Marcus","Torres, Jaime",1
"King, Lucy","Cheek, Nicholas",1
"Hernandez, Leilani","Kearns, Nevin",1
"Hernandez, Leilani","Le, Julianna",1
"Song, Kathleen","Wright, L'Trel",1
"Mcalister, Abigail","Sharr, Tanner",1
"Zacarias Paredes, Victor","Harding, Alana",1
"el-Fawaz, Shaheed","Collom, Ryan",2
"Valenzuela-Reynosa, Taina","Stirgus, Deshay",1
"Sweeney, Eric","Wilson, Anjelika",2
"Walters, Veronica","el-Jabbour, Sireen",1
"Barree, Olivia","al-El-Sayed, Nazeema",1
"Rimmey, Mercedes","Smith, Derek",1
"Rimmey, Mercedes","Madison, Maha",1
"Smothermon, Katherine","Remillard, Jeremy",1
"Urquijo, Yecenia","Medina, Sergio",3
"Urquijo, Yecenia","Trujillo, Lilian",1
"Lehman, Shelby","Giltner, Malcolm",1
"Parra, Emanuel","Uzor, Jaelen",1
"Holt, Gabriel","Prejean, Eugene",1
"el-Bacchus, Khaira","Walston, Montsho",1
"Maynes, Carl","Burroughs-Chock, James",2
"Sweeney, Eric","Tamayo, Christopher",1
"Tamayo, Christopher","Trammell, Deandre",1
"Gurrola, Molly","Habteyesus, Gabriel",1
"Dalton, Elisha","Vella, Erin",1
"Hernandez, Brandon","Vella, Erin",1
"Yanez Luna, Jose","Matsushima, Alex",1
"Roche, Boyu","Sotelo, Vincent",1
"Song, Kathleen","Brown, Renata",1
"Coleman, Justice","Robinson, Marcus",1
"Awtrey, Benjamin","Guo, Jerry",1
"Ruddick, Tanner","Guo, Jerry",1
"Summers, Cheryl","Cheek, Nicholas",1
"Hampstead, Chase","Starcer, Lance",7
"Bottorff, Megan","Chen, Parker",1
"Chairez, Autumn","Chen, Parker",1
"Hubbard, Brittany","Coleman, Jermie",1
"Chaffin, Desmond","Hubbard, Brittany",1
"Deshazor, Vanessa","Chase-Knox, Dontrell",1
"Romero, Brittany","Deshazor, Vanessa",1
"Howard, Shawna","Deshazor, Vanessa",1
"Starcer, Lance","Perry, Dalton",1
"Smith, Samantha","Perry, Dalton",1
"Longoria, Gilbert","Yanez-Salinas, Johatam",1
"Carabajal III, Alisha","al-Hammad, Jaadallah",1
"Erebia, Efrain","Tritsch, Heather",1
"Phan, Dulguun","Tritsch, Heather",1
"Wampler, Nathaniel","Lacy, Dakota",1
"Crowell, Anjanet","Newby, Abbygail",4
"Padilla, Oscar","Crowell, Anjanet",3
"Thomas, Seth","Prado, Trista",1
"el-Madani, Imraan","Ortega, Jose",1
"Benally, Clint","Large, Noah",1
"Rosas, Isaiah","Prado, Trista",1
"Joyce, Matthew","Prado, Trista",2
"Harvey, Brianna","Nguyen, Julia",1
"Padilla, Oscar","Singh, Elsa",1
"Padilla, Oscar","Pronteau, Mikaela",1
"Singh, Elsa","Pronteau, Mikaela",1
"Lee, Mitchell","Cole, Alundra",1
"Kailasam, Daniel","Meador, Rosemary",1
"Khan, Kenneth","Huggins, Caitlin",2
"Blochinger, Jeffrey","al-Younis, Mawhiba",2
"al-Farag, Bassil","el-Shah, Turki",1
"el-Sami, Noora","Barili, Jordan",1
"Garcia, Kayla","Williams, Jesse",1
"el-Farha, Nadeem","Williams, Jesse",1
"Dintaman, Samuel","Castanon-Banuelos, Breanna",2
"el-Akram, Shaheed","Rubio, Tateh",1
"Few, Rickey","Rubio, Tateh",1
"Rubio, Tateh","Conrad, Alyssa",1
"Few, Rickey","Conrad, Alyssa",1
"Chang, Jose","Blanton, Allan",1
"Summers, Alex","Fierro, Emilio",1
"Oul, Hannah","Blanton, Allan",1
"Fierro, Emilio","Oul, Hannah",1
"Coleman, Justice","Blanton, Allan",1
"Watkins, Dakota","Maiolo, Tara",1
"Payne, Tyler","Watkins, Dakota",1
"al-Farag, Bassil","Maiolo, Tara",1
"Hobbs, Torrey","York, Aliyah",1
"Hobbs, Torrey","Lim, Parisa",1
"Apodaca, Santee","York, Aliyah",1
"Apodaca, Santee","Martinez, Samara",1
"Martinez, Samara","York, Aliyah",1
"Lim, Parisa","Apodaca, Santee",1
"Lim, Parisa","York, Aliyah",1
"Lim, Parisa","Martinez, Samara",1
"Lim, Parisa","Matsushima, Alex",1
"Shepherd, Shania","el-Abdoo, Hilmi",1
"Gonzales, Fabian","Chase-Knox, Dontrell",1
"Perales, Megan","Garlan, Geny",1
"Corral-Bejarano, Louis","Brehm, Oheo",2
"el-Zakaria, Izzaddeen","al-Azizi, Sabiyya",1
"al-Azizi, Sabiyya","Haasis, Garrett",1
"Harris, Tysza","Maiolo, Tara",1
"Baker, Andrea","Harris, Tysza",2
"Rohde, Irquois","Bernabo, James",1
"Slone, James","al-Arif, Naseeba",2
"Slone, James","Moquino, Delray",2
"Summers, Alex","Byrd, Luis",1
"al-Azizi, Sabiyya","Salazar, Sabrina",1
"Gomez, Teryn","al-Halaby, Kameel",1
"Puentes Reyes, David","Schott, Darik",1
"Hong, Jodi","Thurman, Marcus",1
"el-Hamdan, Saabiq","Thurman, Marcus",1
"Sweeney, Eric","Hong, Jodi",4
"Sweeney, Eric","el-Hamdan, Saabiq",1
"Leung, Remy","Kim, Kyle",1
"Desantis, Emily","Gallegos, Joseph",1
"Few, Rickey","Gallegos, Joseph",1
"Mcgowan, Dominic","Gallegos, Joseph",1
"Ferrelli, Nicholas","al-Azizi, Sabiyya",1
"Gomez, Teryn","Reyes Chavez, Ana",1
"Oakes, Aaron","Macfarlane, Benjamin",2
"Fuentes, Nichole","Oul, Hannah",1
"Granados Ordonez, Jovani","Vigil, Megan",1
"Vigil, Megan","Oul, Hannah",1
"Vigil, Megan","Coker, Evan",1
"Fuentes, Nichole","Coker, Evan",1
"Smith, Justin","Yuen, Veronica",1
"Montour, Mark","Yuen, Veronica",1
"Montour, Mark","Reed, Jaque",1
"Belarde, Alejandro","Reed, Jaque",1
"Naulls, Cameron","Smith, Justin",1
"Cornelius, Brooklyn","Coleman, Justice",1
"al-Mohammed, Abdul Lateef","Doerfler, Michael",1
"Coleman, Justice","al-Mohammed, Abdul Lateef",2
"al-Kamara, Asmar","Coleman, Justice",1
"Valenzuela-Reynosa, Taina","Rosati, Johnathan",1
"Thao, Trevor","Awtrey, Benjamin",1
"Burroughs-Chock, James","Hanson, Berric",1
"Rosas, Isaiah","Anderson, Damion",1
"Wu Zheng, Louis","el-Ramin, Abdul Khaliq",2
"Kim, Noel","Mckenzie, Darian",1
"Gonzales, Vincent","Barili, Jordan",1
"Butler Nash, Ijhanea","Barili, Jordan",2
"Holguin, Luis","Fischer, Tarron",1
"Fischer, Tarron","Watkins, Dakota",1
"Holguin, Luis","al-Mohammed, Abdul Lateef",1
"Valenzuela-Reynosa, Taina","Vo, Collin",1
"Valenzuela-Reynosa, Taina","el-Azad, Hawraa",1
"el-Hamdan, Saabiq","Seubert, Alexandra",1
"Dintaman, Samuel","Littlefield, Min",1
"Dintaman, Samuel","Shuttleworth, Terrence",1
"Urquijo, Yecenia","Shuttleworth, Terrence",1
"Simental, Karla","Urquijo, Yecenia",1
"Urquijo, Yecenia","Barili, Jordan",1
"Howard, Isaac","al-Naqvi, Sumayya",1
"al-Naqvi, Sumayya","Mckenzie, Mario",1
"Neal, Samba","Molina, Anthony",1
"Howard, Isaac","Molina, Anthony",3
"Baca, Jordan","Chase-Knox, Dontrell",1
"Hughes, Prentiss","Chase-Knox, Dontrell",1
"Gonzales, Fabian","Oliva, Malcolm",1
"Krantz, William","Hughes, Frederico",1
"Krantz, William","Oliva, Malcolm",1
"Krantz, William","el-Matar, Muzammil",1
"Price, Bria","Ouch, Christie",1
"Ouch, Christie","Wilson, Anjelika",1
"Vo, Kayla","Ouch, Christie",2
"Wilson, Anjelika","el-Vaziri, Raadiya",1
"Curtis, Sage","el-Amer, Irfaan",1
"Curtis, Sage","Butler Nash, Ijhanea",1
"Curtis, Sage","Rustemeyer, Charneissha",1
"Vasquez, Melisa","Romero, Perla",1
"Vasquez, Melisa","Norrington, Barbara",1
"al-Farag, Bassil","Wallace, Andre",1
"Fischer, Cyndi","al-Diab, Ziyaad",1
"al-Diab, Ziyaad","Krason, Austen",1
"Mctague, Kyla","Hernandez, Leilani",1
"Castanon-Banuelos, Breanna","Bolanos, Jeremy",2
"Giltner, Malcolm","Bolanos, Jeremy",1
"Zacarias Paredes, Victor","Bolanos, Jeremy",1
"Hobbs, Torrey","Meador, Rosemary",1
"Guadiana, Daisy","Neuroth, Saman",1
"Guadiana, Daisy","Mcknight, Jonathan",1
"Starcher, Kelsey","Reed, Jaque",1
"Nunez, Veronica","Reed, Jaque",1
"Jefferson, Christopher","Fox, Vincent",1
"Ayala, Enrique","Olson, Joylensia",3
"al-Hannan, Iyaad","Ward, Deven",1
"al-Haidar, Salmaan","Garcia, Ashley",1
"Fierro, Emilio","Madison, Maha",1
"Fierro, Emilio","Parker, Brittany",1
"Fierro, Emilio","Smith, Derek",1
"Large, Alberto","Buchholz, Erin",1
