from,to,n_times
"Hampton, Yeng","Jackson, Sade",1
"Bufano, Jessica","el-Anwar, Naseera",1
"al-Saladin, Masood","Mercurio, Aaron",1
"Woody, Angela","Nguyen, Michael",1
"Taylor, Christian","Nguyen, Michael",3
"al-Tariq, Ulyaa","Williams, Quinten",4
"Miller, Michael","Serrano Cano, Jamecia",1
"Serrano Cano, Jamecia","Yoshimura, Rachael",1
"Mendez-Soto, Jared","Van Zee, Yusuf",1
"Chang, Julian","Massey, Tyler",1
"Jackson, Shailah","Hurst, Katelyn",1
"Tewolde, Mikhal","Claypool, Jordan",1
"Mameda, Bristi","Leon, Jimmy",1
"Parker, Alyssa","Nguyen, Sanna",2
"Sandoval, Ruben","Sisneros, Jacob",1
"Lee, Sam","Strasburger, Andrea",1
"Smith, Tanaya","Strasburger, Andrea",1
"al-Matar, Ariyya","Fay, Paige",1
"Rosser, Jay","Lewis, Sydney",1
"Lung, Eileen","al-Haidar, Nazmiyya",3
"Lopez, Julia","Hernandez, Gabriela",1
"Kang, Mreenal","Espinosa, Isabella",1
"Whitebull-Delgado, Sunsiarae","Leon, Jimmy",1
"Ellis, Chantel","Thompson, Sandra",1
"el-Parsa, Nawf","el-Tahir, Jawhar",1
"el-Tahir, Jawhar","Ellis, Chantel",1
"Campos, Tanisha","Munnerlyn, Jacqulynn",1
"Smith, Chinau","el-Majid, Shakoora",2
"Cranfill, Travon","Smith, Chinau",3
"Holmes, Cameron","Evans, Nahom",1
"Evans, Nahom","Kauffmann, Dustin",1
"Nguyen, Ben","Phillips, Austin",1
"Sanchez, Llanely","Maldonado, Alan",2
"Sanchez, Llanely","Carrillo, Mario",2
"Rosser, Jay","Cummings, Denise",2
"al-Dada, Saahira","Cummings, Denise",2
"Rosser, Jay","Braxton, Dajanae",3
"Walton, Airel","Whitt, Jordan",1
"Naranjo, Isabella","Apted, Aayush",5
"Ottosen, Jessica","Murphy, Jacob",2
"Gilbert, Chandel","al-Raad, Amaan",2
"Simmons, Monique","al-Aboud, Radiyya",1
"Sinouansai, Janice","al-Baig, Shahaada",1
"Donaldson, Armani","Hasegawa, Akiyoshi",1
"Donaldson, Armani","Turner, Tah'Kalah",1
"Fay, Paige","Turner, Tah'Kalah",2
"el-Jabara, Tareef","Thompson, Sandra",3
"Valdez, Angel","Archuleta III, Joshua",1
"Tucker, Courtney","Archuleta III, Joshua",1
"Tucker, Courtney","Gutierrez-Ramirez, Carina",1
"al-Ismail, Furqaan","Guerrero-Argumedo, Brian",1
"el-Minhas, Nabeela","English, Jazmine",1
"Benitez-Reyes, Christopher","Son, Andrew",1
"Usry, John","Son, Andrew",1
"al-Hamed, Afaaf","Rodriguez, Alvaro",1
"Simmons, Monique","Long, Destiny",1
"Tyler, Asia","Nunez, Erick",3
"Doyle, Elise","Netsanet, Armound",1
"al-Sheikh, Mahmood","Little, Benjamin",1
"al-Sheikh, Mahmood","Long, Destiny",1
"Nowalk Jr, Alicia","Bemnet, Boyd",1
"Estrada, Alexandrea","Kishiyama, Paul",1
"Emert, Taylor","Phillips, Alexis",1
"Becerra, Joshua","Gutierrez-Ramirez, Carina",1
"el-Amber, Wajeeb","el-Younes, Ameena",1
"Dalke, Emily","Dittloff, Patrick",1
"el-Farag, Minnah","Espinosa, Isabella",1
"Jackson, Ellen","Rosales, Mattaio",1
"Alger, Kincaid","Nguyen, Sanna",1
"al-Darwish, Awaatif","Coakley, Jared",1
"Morris, Hanah","Coakley, Jared",1
"Pham, Anh","el-Firman, Ghaazi",1
"Pham, Anh","Vongphackdy, Amanda",1
"Torres, Che","Vongphackdy, Amanda",2
"el-Javid, Sabaaha","Blackmond, Daniel",1
"Hernandez, Alberto","Wong, Irena",1
"Kalma, Tess","Nobraid, Shawn",1
"al-Idris, Fakeeha","Chism, Tanisha",1
"Aguilera, Xavier","Petersen, Megan",1
"el-Rahimi, Afeef","Petersen, Megan",1
"el-Reza, Sahla","Aguilera, Xavier",1
"el-Reza, Sahla","el-Rahimi, Afeef",2
"Arapahoe, Lauren","Taylor, Christian",2
"Burnley, Olivia","Farah, Savannah",2
"Burnley, Olivia","Taylor, Christian",2
"Hall, Tracee","Snowhawk, Brandon",1
"Whitebull-Delgado, Sunsiarae","el-Hosein, Thaabita",1
"el-Pasha, Abdul Baari","Flores Diaz, Melissa",1
"Parker, Megan","Williams, Andre",5
"Doyle, Jordan","al-Shad, Shaqeeq",1
"Romero, Jessica","Topping, Marva",1
"Juarez, Bianca","Brown, Mollie",1
"Alger, Kincaid","Cox, Josiah",2
"Garrett, Kayla","Ransom, Mequila",1
"Bennett, Jared","Weston, Kyle",1
"al-Sham, Saafiyya","Young, Ashleigh",1
"Schaller, Karl","Archuleta, Teresa",1
"Reed, Ronisha","Zahir, Sunya",20
"Sisneros, Jacob","Rodasta, Jessica",1
"Brunt, Erik","el-Shehata, Ameer",1
"Brunt, Erik","Elwood, Kenneth",1
"Jun, Jacklyne","Lor, Janice",2
"Torres, Che","Galera, Sasha",1
"el-Jabara, Tareef","Martinez, Nicole",1
"Woldu, Keiarah","Merrow, Kassandra",1
"Lewis, Tyrale","Long, Destiny",1
"Reese, Jordyn","Pace, Justin",1
"el-Tahir, Jawhar","el-Farag, Minnah",1
"Simmons, Quincy","Plane, Devin",1
"Naple, Michael","Sisneros, Jacob",1
"Thamert, Denver","Andres, Mark",1
"Morin, Mitchell","Heller, Allan",1
"Naple, Michael","Mock, Geniveve",2
"Qi, Ruth","Naple, Michael",2
"al-Obeid, Zulfa","Garcia, Ricardo",1
"Sandoval, Ruben","Siriwalothakul, Andrew",1
"Siriwalothakul, Andrew","Carey, April",1
"al-Darwish, Ibtisaama","Carey, April",1
"el-Hussain, Saalih","Vien, Hunter",1
"Elam, Kiah","al-Nasrallah, Sulaimaan",1
"Sloan, Taylor","Gandy, Austin",1
"Serrano Cano, Jamecia","Belden, Kaylina",1
"Belden, Kaylina","Naple, Michael",1
"Bron, Maranda","Stodden, Kelsey",1
"Nordby, Christian","Houston, Gladys",2
"Brave, Howard","Nordby, Christian",2
"Turner, Tah'Kalah","el-Majid, Shakoora",1
"el-Radwan, Hanaaa","Thornton, Marcus",4
"Nunez, Erick","Walton, Airel",1
"Nunez, Erick","Naple, Michael",1
"Pak, Lauryn","Hulstrom, Quadayzia",1
"Hulstrom, Quadayzia","Williams, Dante",1
"Carrillo, Soledad","Aguirre, Melissa",2
"Nettles, Jessica","Aguirre, Melissa",2
"Thompson, Tylor","Nettles, Jessica",2
"Kishiyama, Paul","Aguirre, Melissa",3
"Thompson, Tylor","Aguirre, Melissa",3
"al-Hamed, Afaaf","Kuge, Batoul",1
"Natonabah, Naiessynce","al-Bahri, Abdul Ghafoor",2
"Natonabah, Naiessynce","Harbert, Janei",1
"Davis, Charlotte","Garcia, Taryn",1
"al-Farhat, Kinaana","el-Abed, Hissa",2
"Rhinehart, Eve","al-Farhat, Kinaana",1
"el-Bashir, Zayyaan","Liberto, Dillon",3
"al-Zaki, Taqiyya","Leal, Iran",2
"Leal, Iran","Smith, Julia",1
"Ali, Lexus","Pollock, Connor",3
"Smith, Phoebe","Ali, Lexus",3
"Allison, Garrett","Walton, Airel",1
"Porras, Edgar","al-Arshad, Rutaiba",3
"Porras, Edgar","De Giorgio, David",1
"Taylor, Christian","al-Farid, Haashid",1
"el-Hassen, Faisal","al-Farid, Haashid",1
"el-Hassen, Faisal","Shorty, Robert",1
"al-Hamad, Tufail","Barrera, Ganell",1
"Belden, Kaylina","Divecchia, Kimberly",1
"Juarez, Bianca","Robinson, Brianna",1
"Juarez, Bianca","Durham, Jerianne",4
"Humrich, Zeriah","Soto, Dashae",1
"Wang, Guang","Gutierrez, Michelle",1
"Pfingsten, Chanthany","Gutierrez, Michelle",1
"Brown, Mollie","el-Jafari, Jannat",1
"al-Khalaf, Wajeeh","Alaniz, Juan",2
"Pham, Anh","el-Lodi, Nabeeha",1
"Rhinehart, Eve","Pham, Anh",2
"Pham, Anh","Flores, Jesus",1
"Flores, Jesus","Pollock, Connor",2
"Pham, Kanya","Mathis, Rondora",13
"Pham, Kanya","Phillips, Austin",6
"Heilman, Sharah","Galvan, Luis",1
"al-Omer, Faadi","el-Kaber, Naaila",1
"al-Omer, Faadi","Reed, Kiana",1
"Aguilera, Xavier","Garcia, Justin",2
"Aguilera, Xavier","Palomo, Raylene",1
"Elam, Kiah","Palomo, Raylene",1
"Dolson, Michael","Palomo, Raylene",1
"el-Parsa, Nawf","Portillo, Justin",1
"Nguyen, Ben","Netsanet, Armound",1
"Aguilera, Xavier","al-Halim, Jawhar",2
"Kills In Sight, Braedon","Aguilera, Xavier",2
"Heilman, Sharah","Parker, Megan",2
"al-Saladin, Masood","Parker, Megan",2
"al-Saladin, Masood","Reddy, Kelly",2
"Evans, Christian","Usry, John",2
"Blackman, Raven","Romero, April",2
"Nguyen, Ben","Elcock, Daijha",2
"Sorrell, Nohelia","Quezada, John",2
"el-Mansour, Badri","Smith, Amanda",1
"al-Odeh, Ayyoob","Quintana, Laura",1
"Berg, Shauntino","Colohan, Garrett",1
"Venn, Marissa","Hall, Tracee",1
"Venn, Marissa","el-Abed, Hissa",1
"Hall, Tracee","Berg, Shauntino",1
"Stodden, Kelsey","Cordova, Randolph",1
"Alger, Kincaid","al-Kazi, Tahiyya",1
"Nguyen, Ben","Ellis, Chantel",2
"Ellis, Chantel","Heilman, Sharah",2
"Gates, Rachel","Nelson, Hannah",1
"el-Sharaf, Bilaal","Fearce, Mario",1
"Lor, Sam","Kijprachakorn, Weslie",3
"Lor, Sam","Ironwing, Tristan",2
"Bishop, Dominique","Kijprachakorn, Weslie",3
"Bishop, Dominique","Ironwing, Tristan",2
"al-Chahine, Raabiya","West, Joseph",1
"el-Bashir, Zayyaan","Navajo, Sage",1
"Turner, Tah'Kalah","el-Bashir, Zayyaan",1
"Turner, Tah'Kalah","Navajo, Sage",1
"Davis, Samba","el-Bashir, Zayyaan",2
"Basquez, Alicia","el-Bashir, Zayyaan",1
"el-Bashir, Zayyaan","Sater, Aaneer",2
"Jun, Jacklyne","Carey, April",1
"Shoels, Brittany","Reddy, Kelly",1
"Perlas, Robert","Pacheco, Matia",2
"Pacheco, Matia","el-Shehata, Ameer",2
"Hoover, Brian","Williams, Kijana",2
"Tran, Vanya","Aguilera, Xavier",1
"al-Meer, Jaadallah","Katamaneni, Emily",1
"Tran, Vanya","al-Meer, Jaadallah",1
"Kills In Sight, Braedon","Elam, Kiah",1
"Heilman, Sharah","el-Shehata, Ameer",1
"Snyder, Steven","Tran, Alexandra",1
"Lingen, Will","Tran, Alexandra",1
"al-Can, Faalih","Tsegay, Brandon",1
"Portillo, Justin","al-Can, Faalih",1
"Porras, Edgar","Wong, Irena",1
"Porras, Edgar","al-Can, Faalih",2
"Porras, Edgar","Caruso, Kayla",1
"Copeland, Joseph","Martinez, Taraleah",1
"Lopez, Fernando","Martinez, Taraleah",1
"Adame, Jacob","Tran, Sharon",1
"Nguyen, Ben","Munnerlyn, Jacqulynn",1
"Nguyen, Ben","Hubbard, Philip",1
"el-Hosein, Thaabita","Turner, Tah'Kalah",2
"Mergerson, Ryvon","el-Kaiser, Sulama",2
"Leal, Iran","el-Kaiser, Sulama",1
"May, Randy","Jordan, Ciera",1
"Ainsworth, Danni","Jordan, Ciera",1
"Brunt, Erik","Gustafson, Brandyn",1
"Larsen, Alex","Terrell, David",2
"Pham, Anh","Maldonado, Alan",1
"Zabalza, Maria","al-Shehadeh, Haakima",2
"Dow Babycos, Sabrina","Kennedy, Manulagaeu",1
"Orgler, T'Aunsanae","Smith, Chinau",2
"Sanchez, Llanely","al-Jabbar, Maahir",1
"Lor, Sam","al-Ghaffari, Mumtaaza",1
"al-Neman, Baasim","Phillips, Austin",1
"Brown, Christopher","Ironwing, Tristan",1
"Petersen, Megan","el-Ayoub, Abyad",1
"el-Ayoub, Abyad","el-Ashraf, Humaira",1
"Simmons, Monique","Snyder, Steven",1
"Beck, Brandon","Heilman, Sharah",1
"Tran, Vanya","Walker, Michael",3
"Jones, Connor","Espinosa, Isabella",1
"Salido, Billye","Widaa, Lavall",1
"Leist, Brooke","Yamashita, Emma",1
"Harrison, Randi","el-Harroun, Raadiya",1
"Mendez-Soto, Jared","Weed, Jackie",1
"Roseveare, Isaac","Wang, Guang",1
"Hall, Tracee","Romero, Jessica",1
"Stodden, Kelsey","Salaz, Mariah",1
"Mendez-Soto, Jared","Martinez, Nicole",1
"Parmiter, Matthew","Martinez, Nicole",1
"Smith, Tanaya","Lee, Qin Qin",2
"Lee, Sam","Lapaz, Tazz",1
"Davis, Simran","al-Farid, Haashid",1
"Valdo, Brandi","Gonzalez, David",1
"Valdo, Brandi","Nguyen, Samantha",1
"Dye, Taylor","Burdick, Tysza",1
"al-Tamer, Kamaaluddeen","Hernandez, Alberto",1
"el-Parsa, Nawf","Becerra, Mayra",2
"Lundberg, Stephanie","Portillo, Justin",4
"Munnerlyn, Jacqulynn","Le, Melanie",1
"Lehi, Angelina","el-Abed, Hissa",1
"Morin, Mitchell","Hysell, Evie",1
"Morin, Mitchell","el-Shehata, Ameer",1
"Morin, Mitchell","al-Tariq, Ulyaa",1
"al-Tamer, Mawhiba","Flores Benitez, Teresa",1
"Hubbard, Philip","De Giorgio, David",1
"Aguirre, Dominic","Hubbard, Philip",1
"Ottosen, Jessica","Hubbard, Philip",2
"Aguirre, Dominic","Murphy, Jacob",1
"el-Tahir, Jawhar","Barron, Kindra",1
"Barron, Kindra","Nakai, Alexis",1
"Serrano Cano, Jamecia","Kane, Timothy",1
"Torres, Che","al-Farid, Muhyddeen",1
"Banuelos, Adriana","Garcia, Ricardo",1
"Clark, Sierra","al-Ghazi, Mawzoona",1
"Chang, Julian","Pacheco, Matia",1
"Cummings, Denise","West, Joseph",1
"Sewald, Jason","Long, Destiny",1
"Tran, Vanya","Truong, Sean",1
"Lor, Kevin","Grimm, Thomas",1
"Khuu, Mehal","Marquez, Tosha",2
"el-Farah, Lutfi","Woody, Angela",1
"Kennedy, Manulagaeu","el-Abed, Hissa",1
"Mergerson, Ryvon","Medina, Sabastian",1
"Zahir, Sunya","Cordova, Randolph",1
"al-Shah, Sahla","el-Abed, Hissa",2
"al-Darwish, Ibtisaama","al-Shah, Sahla",2
"Sarsam, Michael","Nelson, Hannah",2
"Sarsam, Michael","al-Darwish, Ibtisaama",1
"Thamert, Denver","Sandoval, Ruben",1
"Rodgers, Claire","Brown, Christopher",1
"Sandoval, Ruben","al-Salih, Zakariyya",1
"Sandoval, Ruben","al-Rahmani, Neeshaan",2
"Moua, Naweed","al-Aboud, Radiyya",1
"Gordon, Lucas","Brutout, Cody",1
"Thompson, Tylor","Reed, Kiana",2
"el-Hanif, Shafee'a","Thamert, Denver",1
"Dittloff, Patrick","Layden, Robert",2
"Hodges, Lamont","el-Huq, Waseema",1
"Hodges, Lamont","Hoang, Alexander",1
"Goens, Jurnee","Allen, April",1
"Tran, Vanya","Sanchez, Antonio",4
"Sloan, Taylor","Gonzales, Jessica",2
"Kaufman, Cody","Perry, Shay",1
"Matthiesen, Dillon","Murphy, Jacob",4
"Rin, Cody","Phillips, Austin",1
"Rin, Cody","Mathis, Rondora",1
"Rin, Cody","Matthiesen, Dillon",1
"Phillips, Austin","Murphy, Jacob",2
"Mathis, Rondora","Murphy, Jacob",4
"Qi, Ruth","Ortiz, Leonel",1
"Gutierrez-Ramirez, Carina","Cly, Shawn",1
"Lindauer, Ariyelle","Lorenzo, Alessa",1
"Blanco, Ace","Ransom, Mequila",2
"Greene, Ladezhane","Lindquist, Kayla",1
"Stuart, Brennan","Otey, Jordan",1
"Rivera, Thomas","Otey, Jordan",1
"Mills, Janice","Otey, Jordan",1
"al-Azer, Warda","el-Anwar, Naseera",1
"Bailey, Jamee","el-Anwar, Naseera",1
"Dureja, Regina","Truong, Sean",1
"Garcia, Yamilex","Nguyen, Sanna",1
"Colohan, Garrett","Ball, Jacob",1
"Russell, Ciara","Buckner, Destinee",2
"al-Hoque, Nawfa","Park, Ashleigh",2
"Alford, Emoni","Bundy, Christoffer",1
"Donaldson, Armani","Wallace, Bailey",1
"Bui, Da Som","Donaldson, Armani",2
"Boll, Jeffery","Davis, Rio",1
"Shoels, Brittany","Ortiz, Joseph",1
"Rickett, Matthew","Anderson, Kion",1
"Andrews, Carmen","Halverson, Mckenzie",1
"Halverson, Mckenzie","Parsons, Zoe",1
"Hall, Tracee","Halverson, Mckenzie",1
"al-Ismail, Furqaan","Yazzie, Jakob",1
"Weston, Kyle","el-Hafeez, Rafeeda",1
"el-Farooqui, Fikra","el-Hafeez, Rafeeda",2
"el-Abed, Hissa","el-Hafeez, Rafeeda",1
"al-Sheikh, Mahmood","al-Samaan, Ayyoob",1
"al-Sheikh, Mahmood","Wisham, Addam",1
"Bass, Matias","Brown, Christopher",1
"Matthiesen, Dillon","el-Sarah, Zumruda",1
"Casias, Anastasia","el-Sarah, Zumruda",1
"Stevens, Dana","Lung, Eileen",1
"Martinez, Kelsey","Kuge, Batoul",1
"Rhinehart, Eve","Hayes-Joshua, Trei'Vonne",1
"el-Tahir, Jawhar","Kikuchi, Nicole",1
"Heller, Allan","Leist, Brooke",2
"Litwin, Michael","Larsen, Alex",2
"Jackson, Ellen","Rosser, Jay",1
"Long, Destiny","Duong, Ryan",2
"Garnier, Leroy","Wallace, Bailey",1
"Lingen, Will","Hampton, Yeng",1
"Aguilera, Xavier","al-Saladin, Masood",1
"Aguilera, Xavier","Canada, Darian",1
"al-Meer, Jaadallah","Canada, Darian",1
"Long, Destiny","Hall, Sharice",1
"Serrano Cano, Jamecia","al-Ameen, Rida",1
"Eang, Joshua","Munnerlyn, Jacqulynn",1
"Lacy, Justin","Munnerlyn, Jacqulynn",1
"Thamert, Denver","Lacy, Justin",2
"Miales, Ariel","Griffin, Ian",1
"Nguyen, Ben","Tavares Gomes, Marcus",1
"Gallegos, Bridgett","Davis, Charlotte",1
"Arapahoe, Lauren","Norris, Savannah",1
"Greene, Ladezhane","English, Jazmine",1
"Chaffin, Kyle","Roda, Randy",1
"Mergerson, Ryvon","Wallace, Tyler",1
"Mergerson, Ryvon","el-Abdella, Kaarim",2
"Sisneros, Jacob","Fiddelke, Natalie",1
"al-Tamer, Mawhiba","Davis, Rio",1
"Sloan, Taylor","Cranfill, Travon",1
"Stodden, Kelsey","Rife, Tyray",1
"al-Nour, Jihaad","Berzins, Angel",1
"al-Nour, Jihaad","Martinez, Nicole",1
"Lor, Janice","Goens, Jurnee",1
"Victorino, Meghana","Matthiesen, Dillon",1
"Juarez, Bianca","Woody, Caleb",1
"Juarez, Bianca","Yazzie, Jakob",1
"Smith, Julia","el-Younes, Ameena",1
"Running-Rabbit, Michelle","el-Demian, Safwa",1
"al-Hoque, Nawfa","Grimm, Thomas",1
"Dobbs, Jacob","Katamaneni, Emily",1
"al-Shakoor, Uqbah","Dobbs, Jacob",7
"Hampton, Yeng","Heller, Allan",1
"al-Sheikh, Mahmood","Reddy, Kelly",1
"Clifton, Nico","Garcia, Justin",1
"Jackson, Shailah","Clifton, Nico",1
"Clifton, Nico","al-Minhas, Arafaat",1
"Clifton, Nico","Salido, Billye",1
"Lewis, Tyrale","Garcia, Justin",2
"Elam, Kiah","Coffman, Kenaya",1
"Nettles, Jessica","el-Firman, Ghaazi",1
"Mendez-Soto, Jared","Jones, Cassidy",1
"Mendez-Soto, Jared","King, Ryan",1
"Woodrum, Christopher","Strasburger, Andrea",1
"Hill, Alyssa","al-Abdullah, Jaasir",1
"al-Wahab, Raadiya","Armijo, Edgar",1
"Arguello, Bayla","Tucker, Courtney",1
"al-Sheikh, Mahmood","Smith, Cassidy",1
"Wall, Kayla","Williams, Dante",3
"Gonzalez, Yurivet","Nakai, Alexis",1
"al-Shakoor, Uqbah","Doolittle, Annie",1
"al-Shakoor, Uqbah","Kaufman, Cody",1
"Dow Babycos, Sabrina","Archuleta, Benjamin",1
"Archuleta, Benjamin","Paskemin, Natelle Rae",2
"Guerrero-Argumedo, Brian","Clark, Kayla",1
"Soto, Dashae","Son, Xia",1
"Coffman, Kenaya","Riefstahl, Katherine",1
"Sorrell, Nohelia","Eang, Joshua",1
"Vannavong, Lara","Drozdowski, Richard",1
"Vannavong, Lara","Nguyen, Hanna",1
"el-Rashid, Irfaan","Drozdowski, Richard",5
"Peppo, Kevin","al-Rauf, Unais",1
"Peppo, Kevin","Salido, Billye",2
"Kumagai, Gabriel","el-Atallah, Akram",1
"Kumagai, Gabriel","Smith, Chinau",1
"Chavarria, Alexander","Martinez, Shania",1
"Rhinehart, Eve","Mckenzie, Andy",2
"al-Shahidi, Muneera","Mckenzie, Andy",1
"el-Farooqui, Fikra","Williams, Nathan",1
"el-Farooqui, Fikra","Strasburger, Andrea",1
"Lindquist, Kayla","Canada, Darian",1
"Temple, Deandre","Verbonitz, Connie",1
"Fernandez, Dameion","Verbonitz, Connie",1
"King, Tyler","al-Dada, Saahira",1
"al-Dada, Saahira","Fernandez, Dameion",2
"King, Tyler","Temple, Deandre",1
"Martinez, Taraleah","Lee, Qin Qin",2
"Dureja, Regina","Smith, Alexis",1
"Dureja, Regina","Grimm, Thomas",2
"el-Mansour, Badri","Faulhaber, Skilah",1
"el-Rashid, Irfaan","al-Fadel, Zaahid",1
"Navajo, Sage","Neal, Beauty",1
"el-Hosein, Thaabita","al-Hallal, Haani",2
"Castillo, Brenda","el-Hosein, Thaabita",1
"Lingen, Will","al-Tariq, Ulyaa",1
"Thamert, Denver","Espinosa, Isabella",1
"Young, Ashleigh","Espinosa, Isabella",1
"Anderson, Eva","Martinez, Maribel",1
"Williams, Nathan","Liberto, Dillon",1
"Lanza, Glen","Chapman, Khanh",1
"Gonzalez-Zepeda, Jessica","Mabry, Jaylen",5
"al-Kazi, Tahiyya","Musso, Justin",1
"al-Shakoor, Uqbah","Ainsworth, Danni",1
"el-Farah, Lutfi","Katamaneni, Emily",1
"Ainsworth, Danni","Katamaneni, Emily",1
"Campos, Tanisha","Walton, Airel",1
"Clifton, Nico","Basinger, Andrew",2
"Basinger, Andrew","Kalma, Tess",2
"Estrada, Alexandrea","el-Rashed, Yusri",1
"el-Sharaf, Bilaal","Okita, Mark",1
"Fair, Jalisa","el-Qazi, Hanoona",1
"Cody, Devin","Archuleta, Teresa",1
"Thornton, Marcus","West, Joseph",2
"Thornton, Marcus","Goens, Jurnee",2
"Bennett, Jared","Ortiz, Anastacia",1
"Puga-Garcia, Jorge","Ortiz, Anastacia",2
"Little, Benjamin","al-Arshad, Rutaiba",1
"Williams, Jeremy","Little, Benjamin",1
"Williams, Jeremy","Duong, Ryan",1
"Pak, Lauryn","Williams, Jethary",1
"Simon, Kavita","Son, Andrew",1
"Bass, Matias","Harbert, Janei",2
"Jones, Connor","Houston, Gladys",1
"Acosta, Jennifer","Strasburger, Andrea",1
"Dalke, Emily","al-Farid, Haashid",2
"Madrid, Alberto","Tucker, Courtney",1
"Dalke, Emily","Tucker, Courtney",1
"Estrada, Alexandrea","Archuleta, Benjamin",1
"el-Mansoor, Ibrahim","Lewis, Sydney",1
"Greene, Ladezhane","Hasegawa, Akiyoshi",1
"Minter, Yekalo","Lee, Qin Qin",3
"Gordon, Lucas","Hulstrom, Quadayzia",1
"Qi, Ruth","Burns, Christopher",1
"Qi, Ruth","Eang, Joshua",1
"al-Ishmael, Radwa","Campbell, Sharon",4
"Revello, Adail","al-Ashraf, Daleel",1
"al-Ashraf, Daleel","Navajo, Sage",1
"Bartlett, Katie","Brickens, Olivia",1
"Rosser, Jay","Sorrell, Nohelia",2
"Shoels, Brittany","Slofkiss, Riley",1
"Shoels, Brittany","Dye, David",2
"Jones, Jordan","Drury-Parlett, Alex",1
"Rickett, Matthew","Woodrum, Christopher",2
"Rickett, Matthew","Sandoval, Ruben",1
"Bui, Da Som","Basinger, Andrew",1
"al-Odeh, Ayyoob","Dutchie, Rowtinya",1
"Bui, Da Som","al-Odeh, Ayyoob",1
"el-Ayoub, Abyad","el-Atallah, Akram",1
"Trudell, Alek","Rivera, Souvany",1
"Temple, Deandre","Lynn, Lauren",1
"el-Anwar, Naseera","Byrnes, Destinee",1
"Phillips, Austin","Byrnes, Destinee",1
"Ordaz, Olivia","Whitt, Jordan",2
"Ordaz, Olivia","Apted, Aayush",1
"Jun, Jacklyne","Ordaz, Olivia",2
"Dumas, Makayla","Kuge, Batoul",1
"Iron Cloud-Gresko, Bradford","Dickinson, Chimi",2
"al-Khalid, Jihaad","Shackelford, Whitney",1
"Thompson, Sandra","Shackelford, Whitney",1
"el-Jabara, Tareef","Shackelford, Whitney",1
"Sanchez, Llanely","Tucker, Courtney",4
"Williams, Benjamin","el-Kaber, Naaila",1
"el-Hanif, Shafee'a","Williams, Kiara",1
"Mccarty, Benjamin","Vongphackdy, Amanda",1
"Vongphackdy, Amanda","Ironwing, Tristan",1
"Walker, Michael","el-Kaber, Wajeeha",1
"Sweets, Devon","el-Kaber, Wajeeha",1
"el-Parsa, Nawf","Walker, Michael",1
"Dalke, Emily","Garrett, Kayla",1
"Rivera, Souvany","Flores, Jesus",1
"Tran, Vanya","Flores, Jesus",1
"Ali, Lexus","White, Dominick",2
"Ali, Lexus","Silverston, Michaela",2
"Bird, Stephanie","White, Dominick",2
"Alaniz, Juan","Hubbard, Philip",1
"el-Omer, Mishaari","Jones, Cade",1
"Chanthavongsa, Emily","el-Omer, Mishaari",1
"al-Can, Mansoor","Wilson, Monique",1
"el-Mansoor, Ibrahim","el-Ashraf, Humaira",1
"Caples, Luke","Wong, Irena",1
"Caples, Luke","Smith, Julia",2
"Garcia, Justin","Nowalk Jr, Alicia",1
"al-Farid, Haashid","Munnerlyn, Jacqulynn",1
"Salido, Billye","Nowalk Jr, Alicia",1
"al-Abdelrahman, Mahdeeya","Collins, Jordan",1
"Greene, Ladezhane","Stepner, Dylan",1
"Akhtar, Steffany","Mccabe, Robert",1
"Woody, Angela","Langston, Tyrae",1
"Vasquez, Kelly","al-Nasr, Asmaa",1
"Her, Avery","Cohen-Wilson, Nataya",1
"Nunez, Erick","Sandoval, Ruben",1
"Landucci, Ashley","Wright, Evan",1
"el-Mostafa, Unais","Landucci, Ashley",1
"Lewis, Saygbechee","Mckay, Samuel",1
"Lewis, Saygbechee","al-Wahab, Raadiya",1
"Champine, Cody","Benitez-Reyes, Christopher",1
"el-Mansoor, Ibrahim","Lanza, Glen",1
"al-Akbari, Fawzaana","el-Noori, Hudhaifa",1
"Markham, Christopher","al-Shafi, Noora",1
"Venn, Marissa","Bell, Travon",1
"Berg, Shauntino","Bell, Travon",1
"Rin, Cody","Estrada, Alexandrea",2
"Garcia, Justin","Chavarin, Alex",2
"Romero, Maria","el-Jaber, Fat'hiyaa",1
"al-Omer, Faadi","el-Jaber, Fat'hiyaa",1
"Quinnie, Edward","Ellis, Rito",1
"Lee, Qin Qin","Kim, Sendy",1
"Kauffmann, Dustin","Cordova, Randolph",1
"Jackson, Ellen","Hall, Tracee",1
"Jackson, Ellen","Kishiyama, Paul",2
"Jackson, Ellen","el-Abed, Hissa",1
"Kishiyama, Paul","el-Abed, Hissa",1
